station,valid,name,state,wfo,high,high_record_years,high_normal,high_time,low,low_record,low_record_years,low_normal,low_time,precip,precip_normal,precip_month,precip_jan1,precip_jan1_normal,precip_jul1,precip_dec1,precip_dec1_normal,precip_record,precip_record_years,precip_jan1_depart,snow,snowdepth,snow_normal,snow_month,snow_jun1,snow_jul1,snow_dec1,snow_record,snow_record_years,snow_jul1_normal,snow_dec1_normal,snow_month_normal,snow_jul1_depart
KODX,2/3/2020,ORD/SHARP FIELD,NE,GID,33,,38,213 AM,23,M,,13,1159 PM,0,0.01,0,0.77,0.42,M,2.36,1.01,M,,0.35,M,M,M,M,M,M,M,M,,M,M,M,M
KGRI,2/3/2020,GRAND ISLAND,NE,GID,33,1962,37,353 PM,27,-19,1996,16,1159 PM,0,0.02,0,1.18,0.59,M,2.68,1.22,1.4,1903,0.59,0,0,M,0,M,20.9,9.3,5.8,1901,16.5,12.3,0.7,4.4
KMDH,2/3/2020,CARBONDALE IL,IL,PAH,63,1931,43,1204 PM,46,-9,1996,25,626 AM,T,0.08,T,6.01,3.19,M,7.74,6.82,2.26,1989,2.82,M,M,M,M,M,M,M,M,,M,M,M,M
TSJU,2/3/2020,San Juan,PR,SJU,86,2010,83,314 PM,75,63,1917,72,737 AM,T,0.09,T,9.11,4.04,M,14.89,9.06,3.48,1950,5.07,0,M,M,0,M,0,0,M,,0,0,0,0
KDVL,2/3/2020,DEVILS LAKE ND,ND,FGF,23,1991,19,MM,1,-33,1989,0,MM,M,0.01,0,T,0.65,M,0.01,1.34,0.25,1976,-0.65,M,M,M,M,M,M,M,M,,M,M,M,M
KOLF,2/3/2020,WOLF POINT INTL,MT,GGW,35,,27,None,17,M,,2,None,0,0.01,0,0.12,0.33,M,M,M,M,,-0.21,0,M,M,0,M,0,0,M,,M,M,M,M
KHSI,2/3/2020,HASTINGS,NE,GID,34,1909,38,1242 AM,26,-18,1996 1917,17,1159 PM,0,0.02,0,0.98,0.46,M,2.8,1.07,0.78,2012,0.52,0,0,M,0,M,19.3,10,4.2,2003,16.7,12.9,0.8,2.6
KMSL,2/3/2020,MUSCLE SHOALS RGNL,AL,HUN,74,1932 1962,53,325 PM,46,3,1951,33,613 AM,0,0.16,0,9.44,5.09,M,14.19,10.77,3.64,1990,4.35,0,0,M,0,M,0.2,0.2,M,,M,M,M,M
KEAR,2/3/2020,KEARNEY MUNI,NE,GID,33,,37,None,24,M,,14,None,0,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,M,M,,M,M,M,M
KRNM,2/3/2020,RAMONA AIRPORT,CA,SGX,58,1995,65,248 PM,43,23,2002 1999,36,1147 PM,0.01,0.07,0.01,0.28,3.52,M,M,M,1.07,1998,-3.24,M,M,M,M,M,M,M,M,,M,M,M,M
KTUS,2/3/2020,TUCSON INTL AIRPORT,AZ,TWC,69,1925,67,225 PM,47,18,2011,41,1159 PM,0,0.03,0,0.65,1.04,M,M,M,0.45,1927,-0.39,0,M,M,0,M,0,M,M,,M,M,M,M
KCRG,2/3/2020,CRAIG MUNI ARPT,FL,JAX,74,2014,66,436 PM,41,29,1994,45,706 AM,0,0.1,0,0.42,3.61,M,5.52,6.68,1.51,2011,-3.19,0,M,M,M,M,M,M,M,,M,M,M,M
KMCK,2/3/2020,MCCOOK,NE,GLD,35,1962,42,1246 AM,25,-10,1996,15,1159 PM,0,0.02,0,0.29,0.57,M,0.66,1.21,M,,-0.28,M,M,M,M,M,M,M,M,,M,M,M,M
KHLC,2/3/2020,HILL_CITY,KS,GLD,57,1909,43,1200 AM,28,-13,1989,18,1159 PM,T,0.01,T,0.47,0.5,M,1.62,1.19,M,,-0.03,M,M,M,M,M,M,M,M,,M,M,M,M
KGLD,2/3/2020,GOODLAND,KS,GLD,42,1962,43,1202 AM,20,-19,1996,17,1159 PM,0.01,0.02,0.01,0.41,0.43,M,0.71,0.89,0.51,1960,-0.02,T,0,M,T,M,15.4,4,M,,19.2,12,0.6,-3.8
KLBF,2/3/2020,NORTH PLATTE,NE,LBF,33,1962 1909,40,1233 AM,24,-23,1883,13,1159 PM,0,0.02,0,0.2,0.38,M,1.14,0.79,0.87,2012,-0.18,0,0,M,0,M,18.3,8.9,8.5,1955,16.1,9.9,0.5,2.2
KVTN,2/3/2020,VALENTINE,NE,LBF,32,1962,38,1253 AM,22,-28,1996,12,1159 PM,0,0.02,0,0.46,0.3,M,1.34,0.67,0.48,1960,0.16,0,T,M,0,M,26.9,14.7,4,1997,17,9.4,0.5,9.9
KBBW,2/3/2020,BROKEN BOW MUNI,NE,LBF,33,1962,38,153 AM,23,-27,1996,13,1159 PM,0,0.02,0,0.25,0.51,M,0.81,1.01,0.38,1960,-0.26,M,M,M,M,M,M,M,M,,M,M,M,M
KIML,2/3/2020,IMPERIAL MUNICIP,NE,LBF,31,1962,42,1244 AM,22,-17,1996 1989,17,1159 PM,0,0.02,0,0.13,0.34,M,0.37,0.74,0.65,1903,-0.21,M,M,M,M,M,M,M,M,,M,M,M,M
KP28,2/3/2020,MEDICINE_LODGE,KS,DDC,53,1934,48,112 AM,32,-8,1989,23,1159 PM,0,0.03,0,1.11,0.79,M,2.65,1.71,3.35,2012,0.32,0,0,M,0,M,1.3,1.3,M,,6.5,6.3,0.3,-5.2
KGCK,2/3/2020,GARDEN_CITY,KS,DDC,46,1962,45,1233 AM,27,-14,1996,19,1159 PM,0,0.02,0,0.35,0.39,M,1.3,0.91,0.81,1964,-0.04,M,M,M,M,M,M,M,M,,M,M,M,M
KSLK,2/3/2020,SARANAC LAKE/ADIRON,NY,BTV,32,,26,622 PM,15,M,,1,1150 PM,T,0.05,0.01,2.88,2.3,M,4.63,4.59,M,,0.58,M,M,M,M,M,M,M,M,,M,M,M,M
KCMA,2/3/2020,CAMARILLO (AWOS),CA,LOX,62,1963,66,221 PM,42,32,1956 1949,42,742 AM,0,0.08,0,0.45,3.71,M,M,M,1.8,1975,-3.26,0,M,M,0,M,0,0,M,,M,M,M,M
KAPC,2/3/2020,NAPA CO. AIRPORT,CA,MTR,57,2018,57,242 PM,27,30,2012 2011 2003,38,729 AM,0,M,0,1.36,M,M,M,M,M,,M,M,M,M,M,M,M,M,M,,M,M,M,M
KGED,2/3/2020,GEORGETOWN/SUSSEX,DE,PHI,65,2016,45,340 PM,31,2,1971,27,658 AM,0,0.09,0.1,3.12,3.22,M,7.03,6.51,1.47,1973,-0.1,M,M,M,M,M,M,M,M,,M,M,M,M
KPDK,2/3/2020,ATLANTA/DEKALB,GA,FFC,74,,54,356 PM,34,M,,35,624 AM,0,0.16,0.01,7.88,5.31,M,12.45,9.47,M,,2.57,0,0,M,0,M,0,0,M,,M,M,M,M
KTWF,2/3/2020,TWIN FALLS/JOSLIN,ID,BOI,30,,39,524 PM,17,M,,22,1158 PM,T,0.03,T,1.04,1.07,M,M,M,M,,-0.03,M,M,M,M,M,M,M,M,,M,M,M,M
KLLJ,2/3/2020,CHALLIS (AMOS),ID,PIH,26,2018,32,327 PM,2,-16,1996 1950,11,1151 PM,0,0.02,T,0.89,0.58,M,M,M,0.12,1963 1951,0.31,M,M,M,M,M,M,M,M,,M,M,M,M
KCNU,2/3/2020,CHANUTE,KS,ICT,71,1934,45,123 PM,38,-16,2011,24,1132 PM,0,0.05,0,2.51,1.41,M,3.64,3.16,1.74,1986,1.1,M,M,M,M,M,M,M,M,,M,M,M,M
KOAX,2/3/2020,Omaha - Valley,NE,OAX,35,,34,1210 AM,25,M,,15,1159 PM,0,0.03,0,1.1,0.88,M,3.34,1.99,M,,0.22,0,0,M,0,M,12.2,7.8,M,,M,M,M,M
KEMP,2/3/2020,EMPORIA,KS,TOP,61,,43,None,32,M,,22,None,0,0.04,0,1.43,0.75,M,2.72,2.1,M,,0.68,M,M,M,M,M,M,M,M,,M,M,M,M
KDGC,2/3/2020,Dodge City,KS,DDC,50,1934,46,1209 AM,28,-13,1989,21,1159 PM,0,0.02,0,1,0.64,M,2.32,1.48,0.4,1964 1955,0.36,0,0,M,0,M,7.7,6.2,2.1,1955,11.7,9.5,0.5,-4
KBIV,2/3/2020,HOLLAND,MI,GRR,50,,33,440 PM,30,M,,20,811 AM,0,0.05,0.06,2.76,2.23,M,5,4.53,M,,0.53,M,M,M,M,M,M,M,M,,M,M,M,M
KMTH,2/3/2020,MARATHON AIRPORT,FL,KEY,71,2007,76,1159 PM,57,46,1951,66,715 AM,0,0.06,0.25,1.94,1.79,M,6.53,3.81,3.95,1998,0.15,0,0,M,0,M,0,0,M,,M,M,M,M
KMIE,2/3/2020,MUNCIE,IN,IND,64,,35,1010 PM,33,M,,19,532 AM,0,0.08,0,2.8,2.46,M,4.85,5.34,M,,0.34,M,M,M,M,M,M,M,M,,M,M,M,M
KJKL,2/3/2020,JACKSON/J. CARROLL,KY,JKL,69,2019,45,349 PM,52,1,1996,28,816 AM,T,0.13,0.16,3.53,4.01,M,9.83,8.19,2.38,1990,-0.48,0,0,M,0,M,3,1.8,4.6,1998,13.5,12.9,0.9,-10.5
KTTN,2/3/2020,TRENTON/MERCER CO.,NJ,PHI,58,2006,40,310 PM,32,2,1881,24,439 AM,0,0.07,0.12,2.18,3.38,M,7.26,7.08,1.57,1939,-1.2,M,M,M,M,M,M,M,M,,M,M,M,M
KCNK,2/3/2020,CONCORDIA,KS,TOP,43,1962,40,112 AM,31,-15,1887,20,1159 PM,0,0.03,0,1.17,0.66,M,3.15,1.51,1.68,2012,0.51,0,0,M,0,M,9.1,M,7.1,1955,12.9,M,0.7,-3.8
KLWV,2/3/2020,LAWRENCEVILLE,IL,ILX,72,,41,215 PM,36,M,,24,526 AM,T,0.08,T,5.98,2.6,M,8.7,5.99,M,,3.38,M,M,M,M,M,M,M,M,,M,M,M,M
KMTO,2/3/2020,MATTOON/CHARLEST,IL,ILX,66,,36,240 PM,38,M,,21,259 AM,T,0.06,T,4.52,2.4,M,6.05,5.17,M,,2.12,M,M,M,M,M,M,M,M,,M,M,M,M
KBYG,2/3/2020,BUFFALO/JOHNSON COUNTY,WY,RIW,18,2005,37,1237 AM,10,-5,2017,17,1155 PM,0.13,0.01,0.38,0.5,0.46,M,0.51,0.86,0.06,2000,0.04,M,M,M,M,M,M,M,M,,M,M,M,M
KMAE,2/3/2020,MADERA MUNICIPAL AIRPORT,CA,HNX,54,2018,58,346 PM,30,27,2002,39,233 AM,0,0.06,0,0.64,2.61,M,M,M,0.47,2008,-1.97,0,0,M,0,M,0,0,M,,M,M,M,M
KOAK,2/3/2020,OAKLAND,CA,MTR,60,2018,59,124 PM,43,29,1957,43,737 AM,0,0.11,0,1.74,4.3,M,M,M,0.48,1950,-2.56,0,M,M,0,M,0,0,M,,M,M,M,M
K2WX,2/3/2020,BUFFALO,SD,UNR,29,,32,222 PM,20,M,,11,1159 PM,0,0.01,0,0.07,0.32,M,0.22,0.61,M,,-0.32,M,M,M,M,M,M,M,M,,M,M,M,M
KAAT,2/3/2020,ALTURAS (WAS O00),CA,MFR,32,1995,44,339 PM,10,-9,1979,20,730 AM,0,0.05,0.03,1.82,1.78,M,M,M,0.76,1980,0.04,M,M,M,M,M,M,M,M,,M,M,M,M
KLAW,2/3/2020,LAWTON MUNICIPAL,OK,OUN,68,1962,56,325 PM,40,2,1996 1989 1985,30,801 AM,0,0.05,0,2.8,1.31,M,3.3,3.05,1.05,1960,1.49,0,M,M,M,M,M,M,M,,M,M,M,M
KDMH,2/3/2020,BALTIMORE INNER HARBOR,MD,LWX,68,,44,1240 PM,37,M,,30,651 AM,0,0.09,0.11,3.2,3.2,M,6.73,6.61,M,,0,M,M,M,M,M,M,M,M,,M,M,M,M
PGUM,2/3/2020,Agana,GU,GUM,81,1989 1985,85,311 PM,75,68,1973,75,615 AM,0.26,0.15,2.72,5.71,5.41,M,7.17,11.39,2.53,1962,0.3,0,0,M,0,M,0,0,M,,M,M,M,M
TIST,2/3/2020,Charlotte Amalie,VI,SJU,84,1995,85,500 PM,74,65,1986,73,648 AM,0,0.05,T,3.06,2.54,M,7.99,5.5,1.12,1956,0.52,0,M,M,0,M,0,0,M,,0,0,0,0
PHNL,2/3/2020,HONOLULU_INTL/OAHU_(ASOS),HI,HFO,84,1986,80,1232 PM,70,55,1976,66,527 AM,0,0.07,T,1.13,2.52,M,2.82,5.76,2.03,1979,-1.39,0,M,M,0,M,0,0,M,,M,M,M,M
PAKN,2/3/2020,KING SALMON,AK,AFC,37,1982,25,905 AM,33,-34,1999,9,1159 PM,0.02,0.03,0.02,0.38,1.11,M,2.78,2.34,0.79,1955,-0.73,M,M,M,M,M,M,M,M,,M,M,M,M
PADQ,2/3/2020,KODIAK,AK,AFC,40,1957,35,346 PM,33,-8,2006,26,1159 PM,0.77,0.24,1.4,3.78,9,M,13.79,17.73,1.44,1988,-5.22,M,M,M,M,M,M,M,M,,M,M,M,M
POGG,2/3/2020,KAHULUI,HI,HFO,85,1953,81,1250 PM,62,53,1998,63,720 AM,0,0.08,T,2.86,3.11,M,5.06,6.46,4.44,1965,-0.25,0,M,M,0,M,0,0,M,,M,M,M,M
PLIH,2/3/2020,Lihue,HI,HFO,80,1962,78,415 PM,69,57,1998 1987 1966,65,1159 PM,0.03,0.12,0.26,1.38,4.11,M,5.6,9.31,2.08,1968,-2.73,0,M,M,0,M,0,0,M,,M,M,M,M
PITO,2/3/2020,Hilo,HI,HFO,82,1975 1961,79,227 PM,64,56,1987,63,638 AM,0.11,0.33,0.85,15.82,10.28,M,27.01,21.85,9.44,2008,5.54,0,M,M,0,M,0,0,M,,M,M,M,M
PFAI,2/3/2020,Fairbanks,AK,AFG,9,1941,4,732 AM,-9,-58,1947,-15,829 PM,0,0.02,T,0.42,0.63,M,0.8,1.27,0.77,1932,-0.21,M,19,M,T,M,41.2,14.2,7.1,1932,49.1,23.3,0.9,-7.9
PCDB,2/3/2020,Cold Bay,AK,AFC,42,1985,33,110 PM,36,-7,1947,24,613 PM,0.17,0.11,0.81,2.44,3.49,M,5.67,7.95,1.17,1975,-1.05,M,M,M,M,M,M,M,M,,M,M,M,M
PBRW,2/3/2020,Barrow,AK,AFG,-25,1982,-8,1159 PM,-36,-56,1924,-20,831 PM,0,0,T,0.13,0.14,M,0.26,0.28,0.06,1948,-0.01,M,M,M,0,M,9.1,0,1.5,1921,26.7,6.4,0.3,-17.6
PYAK,2/3/2020,Yakutat,AK,AJK,35,1942,35,None,24,-14,1968,23,None,0.16,0.38,0.17,4.52,14.82,M,M,M,3.28,1984,-10.3,M,M,M,M,M,M,M,M,,M,M,M,M
PSNP,2/3/2020,St Paul,AK,AFC,38,2019 1989 1985,28,310 PM,36,-6,1954,20,1114 PM,T,0.05,0.45,2.21,1.73,M,5.02,3.98,0.44,1975,0.48,M,M,M,M,M,M,M,M,,M,M,M,M
POTZ,2/3/2020,Kotzebue,AK,AFG,-7,1982,5,1159 PM,-21,-45,1968,-9,1203 AM,0,0.02,0.01,0.34,0.68,M,0.51,1.44,0.18,1974,-0.34,M,M,M,0,M,3.7,0,6,1929,39,21.6,1,-35.3
POME,2/3/2020,Nome,AK,AFG,17,1982,14,951 PM,6,-37,2012 1947,-2,1201 AM,0.06,0.03,0.23,0.64,1.04,M,1.01,2.12,0.59,1975,-0.4,M,M,M,M,M,7.2,M,8,1931,45.8,28.5,1.3,-38.6
PMCG,2/3/2020,McGrath,AK,AFC,19,1982,7,841 PM,2,-64,1947,-12,1113 AM,T,0.03,T,T,1.19,M,0.75,2.48,0.44,2019,-1.19,M,M,M,0,M,T,0,5.1,2019,68.3,37.3,1.4,-68.3
PJNU,2/3/2020,Juneau,AK,AJK,35,2012,34,None,20,-7,1968,24,None,0.44,0.15,0.73,5.54,5.81,M,M,M,1.16,1993,-0.27,4.6,M,M,9.5,M,M,M,18.9,1993,M,M,2.3,M
PBET,2/3/2020,Bethel,AK,AFC,36,1982,15,745 AM,31,-43,1947,3,1158 PM,0.11,0.03,0.33,0.8,0.86,M,1.38,1.98,0.28,1981,-0.06,M,M,M,M,M,M,M,M,,M,M,M,M
PASI,2/3/2020,SITKA,AK,AJK,39,1977,41,None,30,8,1968,32,None,0.26,0.24,0.57,7.8,9.11,M,M,M,1.67,1954,-1.31,M,M,M,M,M,M,M,M,,M,M,M,M
KSJC,2/3/2020,SAN JOSE INTL A,CA,MTR,56,2018,60,317 PM,37,27,1895,44,739 AM,0,0.12,0,0.8,3.33,M,M,M,2.23,1998,-2.53,0,M,M,0,M,0,0,M,,0,0,0,0
KNUQ,2/3/2020,MOFFETT NAS/MTN VIE,CA,MTR,M,,M,MM,M,M,,M,MM,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,M,M,,M,M,M,M
KAUO,2/3/2020,AUBURN-OPELIKA APT,AL,BMX,74,,M,MM,42,M,,M,MM,0,M,0.01,7.55,M,M,14.06,M,M,,M,M,M,M,M,M,M,M,M,,M,M,M,M
